timestamp,demand,demand_forecast,net_generation,total_interchange,forecast_error,imbalance,margin_proxy,demand_delta,generation_delta,imbalance_delta,hour,imbalance_residual
2020-07-13 00:00:00,39083.0,38769.0,33080.0,-3347.0,314.0,6003.0,-9350.0,1578.0,1638.0,-60.0,0,618.0
2020-07-13 01:00:00,40561.0,40105.0,32959.0,-3507.0,456.0,7602.0,-11109.0,1478.0,-121.0,1599.0,1,429.0
2020-07-13 02:00:00,41393.0,40590.0,31129.0,-4661.0,803.0,10264.0,-14925.0,832.0,-1830.0,2662.0,2,1372.0
2020-07-13 03:00:00,40367.0,39828.0,28173.0,-5041.0,539.0,12194.0,-17235.0,-1026.0,-2956.0,1930.0,3,2314.0
2020-07-13 04:00:00,38533.0,38334.0,26827.0,-6195.0,199.0,11706.0,-17901.0,-1834.0,-1346.0,-488.0,4,1491.0
2020-07-13 05:00:00,36570.0,36334.0,23563.0,-6775.0,236.0,13007.0,-19782.0,-1963.0,-3264.0,1301.0,5,2480.0
2020-07-13 06:00:00,33401.0,33326.0,20563.0,-7554.0,75.0,12838.0,-20392.0,-3169.0,-3000.0,-169.0,6,2243.5
2020-07-13 07:00:00,30236.0,30111.0,17668.0,-7756.0,125.0,12568.0,-20324.0,-3165.0,-2895.0,-270.0,7,2276.5
2020-07-13 08:00:00,27869.0,27472.0,15245.0,-8095.0,397.0,12624.0,-20719.0,-2367.0,-2423.0,56.0,8,2867.5
2020-07-13 09:00:00,26093.0,25805.0,14060.0,-8487.0,288.0,12033.0,-20520.0,-1776.0,-1185.0,-591.0,9,2555.0
2020-07-13 10:00:00,24847.0,24722.0,13315.0,-8371.0,125.0,11532.0,-19903.0,-1246.0,-745.0,-501.0,10,2307.0
2020-07-13 11:00:00,24095.0,24053.0,12783.0,-8331.0,42.0,11312.0,-19643.0,-752.0,-532.0,-220.0,11,2349.0
2020-07-13 12:00:00,24188.0,24170.0,12811.0,-8707.0,18.0,11377.0,-20084.0,93.0,28.0,65.0,12,2702.5
2020-07-13 13:00:00,25084.0,25103.0,13593.0,-9291.0,-19.0,11491.0,-20782.0,896.0,782.0,114.0,13,2972.0
2020-07-13 14:00:00,26149.0,26271.0,16592.0,-9064.0,-122.0,9557.0,-18621.0,1065.0,2999.0,-1934.0,14,1421.0
2020-07-13 15:00:00,27418.0,27685.0,19576.0,-7569.0,-267.0,7842.0,-15411.0,1269.0,2984.0,-1715.0,15,864.0
2020-07-13 16:00:00,28377.0,28579.0,21556.0,-6259.0,-202.0,6821.0,-13080.0,959.0,1980.0,-1021.0,16,1178.0
2020-07-13 17:00:00,29406.0,29547.0,22553.0,-6080.0,-141.0,6853.0,-12933.0,1029.0,997.0,32.0,17,1999.0
2020-07-13 18:00:00,30587.0,30652.0,23802.0,-6076.0,-65.0,6785.0,-12861.0,1181.0,1249.0,-68.0,18,2351.0
2020-07-13 19:00:00,31723.0,31883.0,25595.0,-6244.0,-160.0,6128.0,-12372.0,1136.0,1793.0,-657.0,19,2061.0
2020-07-13 20:00:00,33381.0,33372.0,28029.0,-4964.0,9.0,5352.0,-10316.0,1658.0,2434.0,-776.0,20,1622.0
2020-07-13 21:00:00,35220.0,35197.0,29293.0,-4440.0,23.0,5927.0,-10367.0,1839.0,1264.0,575.0,21,2390.0
2020-07-13 22:00:00,36724.0,37028.0,30912.0,-4078.0,-304.0,5812.0,-9890.0,1504.0,1619.0,-115.0,22,2272.0
2020-07-13 23:00:00,38271.0,38624.0,31180.0,-4365.0,-353.0,7091.0,-11456.0,1547.0,268.0,1279.0,23,2984.5
2020-07-14 00:00:00,38874.0,39807.0,30939.0,-4225.0,-933.0,7935.0,-12160.0,603.0,-241.0,844.0,0,2550.0
2020-07-14 01:00:00,39556.0,40608.0,30840.0,-4477.0,-1052.0,8716.0,-13193.0,682.0,-99.0,781.0,1,1543.0
2020-07-14 02:00:00,39376.0,40590.0,28363.0,-5001.0,-1214.0,11013.0,-16014.0,-180.0,-2477.0,2297.0,2,2121.0
2020-07-14 03:00:00,37894.0,39487.0,25323.0,-5596.0,-1593.0,12571.0,-18167.0,-1482.0,-3040.0,1558.0,3,2691.0
2020-07-14 04:00:00,36121.0,37977.0,23734.0,-6768.0,-1856.0,12387.0,-19155.0,-1773.0,-1589.0,-184.0,4,2172.0
2020-07-14 05:00:00,34559.0,35976.0,21290.0,-7409.0,-1417.0,13269.0,-20678.0,-1562.0,-2444.0,882.0,5,2742.0
2020-07-14 06:00:00,31660.0,32781.0,18097.0,-8171.0,-1121.0,13563.0,-21734.0,-2899.0,-3193.0,294.0,6,2968.5
2020-07-14 07:00:00,28886.0,29593.0,15690.0,-8734.0,-707.0,13196.0,-21930.0,-2774.0,-2407.0,-367.0,7,2904.5
2020-07-14 08:00:00,26756.0,26909.0,13574.0,-9248.0,-153.0,13182.0,-22430.0,-2130.0,-2116.0,-14.0,8,3425.5
2020-07-14 09:00:00,25147.0,25237.0,12514.0,-9333.0,-90.0,12633.0,-21966.0,-1609.0,-1060.0,-549.0,9,3155.0
2020-07-14 10:00:00,24009.0,24091.0,12346.0,-9277.0,-82.0,11663.0,-20940.0,-1138.0,-168.0,-970.0,10,2438.0
2020-07-14 11:00:00,23719.0,23471.0,11987.0,-9363.0,248.0,11732.0,-21095.0,-290.0,-359.0,69.0,11,2769.0
2020-07-14 12:00:00,23729.0,23580.0,12014.0,-9511.0,149.0,11715.0,-21226.0,10.0,27.0,-17.0,12,3040.5
2020-07-14 13:00:00,24452.0,24473.0,12378.0,-9800.0,-21.0,12074.0,-21874.0,723.0,364.0,359.0,13,3555.0
2020-07-14 14:00:00,25096.0,25505.0,15413.0,-8923.0,-409.0,9683.0,-18606.0,644.0,3035.0,-2391.0,14,1547.0
2020-07-14 15:00:00,25756.0,26388.0,18834.0,-6669.0,-632.0,6922.0,-13591.0,660.0,3421.0,-2761.0,15,-56.0
2020-07-14 16:00:00,26239.0,26834.0,20344.0,-5071.0,-595.0,5895.0,-10966.0,483.0,1510.0,-1027.0,16,252.0
2020-07-14 17:00:00,27280.0,27362.0,21115.0,-4917.0,-82.0,6165.0,-11082.0,1041.0,771.0,270.0,17,1311.0
2020-07-14 18:00:00,27821.0,27897.0,21721.0,-4807.0,-76.0,6100.0,-10907.0,541.0,606.0,-65.0,18,1666.0
2020-07-14 19:00:00,28608.0,28693.0,23191.0,-4703.0,-85.0,5417.0,-10120.0,787.0,1470.0,-683.0,19,1350.0
2020-07-14 20:00:00,29581.0,29995.0,23937.0,-4066.0,-414.0,5644.0,-9710.0,973.0,746.0,227.0,20,1914.0
2020-07-14 21:00:00,30894.0,31592.0,25414.0,-4019.0,-698.0,5480.0,-9499.0,1313.0,1477.0,-164.0,21,1943.0
2020-07-14 22:00:00,32609.0,33256.0,27221.0,-3890.0,-647.0,5388.0,-9278.0,1715.0,1807.0,-92.0,22,1848.0
2020-07-14 23:00:00,34295.0,34866.0,28582.0,-3550.0,-571.0,5713.0,-9263.0,1686.0,1361.0,325.0,23,1606.5
2020-07-15 00:00:00,35272.0,36329.0,28420.0,-3450.0,-1057.0,6852.0,-10302.0,977.0,-162.0,1139.0,0,1467.0
2020-07-15 01:00:00,36406.0,37274.0,27605.0,-4328.0,-868.0,8801.0,-13129.0,1134.0,-815.0,1949.0,1,1628.0
2020-07-15 02:00:00,36866.0,37750.0,25796.0,-5061.0,-884.0,11070.0,-16131.0,460.0,-1809.0,2269.0,2,2178.0
2020-07-15 03:00:00,35958.0,36921.0,23479.0,-5557.0,-963.0,12479.0,-18036.0,-908.0,-2317.0,1409.0,3,2599.0
2020-07-15 04:00:00,34747.0,35725.0,22156.0,-6703.0,-978.0,12591.0,-19294.0,-1211.0,-1323.0,112.0,4,2376.0
2020-07-15 05:00:00,33224.0,34131.0,20066.0,-6882.0,-907.0,13158.0,-20040.0,-1523.0,-2090.0,567.0,5,2631.0
2020-07-15 06:00:00,30631.0,31339.0,16514.0,-7361.0,-708.0,14117.0,-21478.0,-2593.0,-3552.0,959.0,6,3522.5
2020-07-15 07:00:00,28242.0,28593.0,14873.0,-8472.0,-351.0,13369.0,-21841.0,-2389.0,-1641.0,-748.0,7,3077.5
2020-07-15 08:00:00,26516.0,26057.0,13665.0,-8845.0,459.0,12851.0,-21696.0,-1726.0,-1208.0,-518.0,8,3094.5
2020-07-15 09:00:00,25137.0,24514.0,12678.0,-8773.0,623.0,12459.0,-21232.0,-1379.0,-987.0,-392.0,9,2981.0
2020-07-15 10:00:00,24344.0,23468.0,12391.0,-9127.0,876.0,11953.0,-21080.0,-793.0,-287.0,-506.0,10,2728.0
2020-07-15 11:00:00,23905.0,22922.0,12272.0,-9086.0,983.0,11633.0,-20719.0,-439.0,-119.0,-320.0,11,2670.0
2020-07-15 12:00:00,23876.0,22959.0,12344.0,-9014.0,917.0,11532.0,-20546.0,-29.0,72.0,-101.0,12,2857.5
2020-07-15 13:00:00,24662.0,23729.0,12353.0,-9499.0,933.0,12309.0,-21808.0,786.0,9.0,777.0,13,3790.0
2020-07-15 14:00:00,25324.0,24600.0,15339.0,-9116.0,724.0,9985.0,-19101.0,662.0,2986.0,-2324.0,14,1849.0
2020-07-15 15:00:00,25810.0,25462.0,18715.0,-7039.0,348.0,7095.0,-14134.0,486.0,3376.0,-2890.0,15,117.0
2020-07-15 16:00:00,26032.0,25560.0,19905.0,-4981.0,472.0,6127.0,-11108.0,222.0,1190.0,-968.0,16,484.0
2020-07-15 17:00:00,26119.0,25860.0,20073.0,-4218.0,259.0,6046.0,-10264.0,87.0,168.0,-81.0,17,1192.0
2020-07-15 18:00:00,26716.0,26379.0,20782.0,-4533.0,337.0,5934.0,-10467.0,597.0,709.0,-112.0,18,1500.0
2020-07-15 19:00:00,27642.0,27261.0,21621.0,-4926.0,381.0,6021.0,-10947.0,926.0,839.0,87.0,19,1954.0
2020-07-15 20:00:00,28691.0,28486.0,22680.0,-4711.0,205.0,6011.0,-10722.0,1049.0,1059.0,-10.0,20,2281.0
2020-07-15 21:00:00,30118.0,30136.0,24265.0,-4564.0,-18.0,5853.0,-10417.0,1427.0,1585.0,-158.0,21,2316.0
2020-07-15 22:00:00,31543.0,31884.0,25360.0,-4585.0,-341.0,6183.0,-10768.0,1425.0,1095.0,330.0,22,2643.0
2020-07-15 23:00:00,33067.0,33648.0,25953.0,-4441.0,-581.0,7114.0,-11555.0,1524.0,593.0,931.0,23,3007.5
2020-07-16 00:00:00,34298.0,35108.0,26137.0,-4458.0,-810.0,8161.0,-12619.0,1231.0,184.0,1047.0,0,2776.0
2020-07-16 01:00:00,35571.0,36385.0,25368.0,-5412.0,-814.0,10203.0,-15615.0,1273.0,-769.0,2042.0,1,3030.0
2020-07-16 02:00:00,36140.0,36649.0,24176.0,-6008.0,-509.0,11964.0,-17972.0,569.0,-1192.0,1761.0,2,3072.0
2020-07-16 03:00:00,35334.0,35771.0,21483.0,-6843.0,-437.0,13851.0,-20694.0,-806.0,-2693.0,1887.0,3,3971.0
2020-07-16 04:00:00,34291.0,34591.0,20952.0,-7977.0,-300.0,13339.0,-21316.0,-1043.0,-531.0,-512.0,4,3124.0
2020-07-16 05:00:00,32906.0,33083.0,18198.0,-7883.0,-177.0,14708.0,-22591.0,-1385.0,-2754.0,1369.0,5,4181.0
2020-07-16 06:00:00,30403.0,30354.0,15624.0,-8803.0,49.0,14779.0,-23582.0,-2503.0,-2574.0,71.0,6,4184.5
2020-07-16 07:00:00,27904.0,27721.0,14160.0,-9076.0,183.0,13744.0,-22820.0,-2499.0,-1464.0,-1035.0,7,3452.5
2020-07-16 08:00:00,25958.0,26072.0,12799.0,-9199.0,-114.0,13159.0,-22358.0,-1946.0,-1361.0,-585.0,8,3402.5
2020-07-16 09:00:00,24526.0,24637.0,11271.0,-9065.0,-111.0,13255.0,-22320.0,-1432.0,-1528.0,96.0,9,3777.0
2020-07-16 10:00:00,23470.0,23633.0,10794.0,-9075.0,-163.0,12676.0,-21751.0,-1056.0,-477.0,-579.0,10,3451.0
2020-07-16 11:00:00,22935.0,23084.0,10608.0,-9078.0,-149.0,12327.0,-21405.0,-535.0,-186.0,-349.0,11,3364.0
2020-07-16 12:00:00,22957.0,23136.0,10801.0,-9017.0,-179.0,12156.0,-21173.0,22.0,193.0,-171.0,12,3481.5
2020-07-16 13:00:00,23746.0,23942.0,11608.0,-9288.0,-196.0,12138.0,-21426.0,789.0,807.0,-18.0,13,3619.0
2020-07-16 14:00:00,24403.0,24747.0,14284.0,-8716.0,-344.0,10119.0,-18835.0,657.0,2676.0,-2019.0,14,1983.0
2020-07-16 15:00:00,25324.0,25767.0,18253.0,-6961.0,-443.0,7071.0,-14032.0,921.0,3969.0,-3048.0,15,93.0
2020-07-16 16:00:00,25972.0,26396.0,19733.0,-4972.0,-424.0,6239.0,-11211.0,648.0,1480.0,-832.0,16,596.0
2020-07-16 17:00:00,26119.0,26769.0,20440.0,-4038.0,-650.0,5679.0,-9717.0,147.0,707.0,-560.0,17,825.0
2020-07-16 18:00:00,26512.0,27287.0,20982.0,-3987.0,-775.0,5530.0,-9517.0,393.0,542.0,-149.0,18,1096.0
2020-07-16 19:00:00,27087.0,27932.0,21509.0,-3864.0,-845.0,5578.0,-9442.0,575.0,527.0,48.0,19,1511.0
2020-07-16 20:00:00,28154.0,28977.0,22362.0,-3937.0,-823.0,5792.0,-9729.0,1067.0,853.0,214.0,20,2062.0
2020-07-16 21:00:00,29658.0,30573.0,23759.0,-4207.0,-915.0,5899.0,-10106.0,1504.0,1397.0,107.0,21,2362.0
2020-07-16 22:00:00,31360.0,32235.0,25374.0,-3963.0,-875.0,5986.0,-9949.0,1702.0,1615.0,87.0,22,2446.0
2020-07-16 23:00:00,32771.0,33890.0,25727.0,-3954.0,-1119.0,7044.0,-10998.0,1411.0,353.0,1058.0,23,2937.5
2020-07-17 00:00:00,32751.0,35332.0,26528.0,-4372.0,-2581.0,6223.0,-10595.0,-20.0,801.0,-821.0,0,838.0
2020-07-17 01:00:00,35311.0,36324.0,25809.0,-4543.0,-1013.0,9502.0,-14045.0,2560.0,-719.0,3279.0,1,2329.0
2020-07-17 02:00:00,35861.0,36684.0,23504.0,-5605.0,-823.0,12357.0,-17962.0,550.0,-2305.0,2855.0,2,3465.0
2020-07-17 03:00:00,35163.0,35925.0,20799.0,-7070.0,-762.0,14364.0,-21434.0,-698.0,-2705.0,2007.0,3,4484.0
2020-07-17 04:00:00,34252.0,34932.0,19713.0,-7790.0,-680.0,14539.0,-22329.0,-911.0,-1086.0,175.0,4,4324.0
2020-07-17 05:00:00,32923.0,33470.0,17271.0,-8526.0,-547.0,15652.0,-24178.0,-1329.0,-2442.0,1113.0,5,5125.0
2020-07-17 06:00:00,30473.0,30908.0,15923.0,-9111.0,-435.0,14550.0,-23661.0,-2450.0,-1348.0,-1102.0,6,3955.5
2020-07-17 07:00:00,27930.0,28401.0,14122.0,-8658.0,-471.0,13808.0,-22466.0,-2543.0,-1801.0,-742.0,7,3516.5
2020-07-17 08:00:00,25960.0,26401.0,12765.0,-8984.0,-441.0,13195.0,-22179.0,-1970.0,-1357.0,-613.0,8,3438.5
2020-07-17 09:00:00,24603.0,24922.0,11372.0,-9346.0,-319.0,13231.0,-22577.0,-1357.0,-1393.0,36.0,9,3753.0
2020-07-17 10:00:00,23486.0,23849.0,10489.0,-9171.0,-363.0,12997.0,-22168.0,-1117.0,-883.0,-234.0,10,3772.0
2020-07-17 11:00:00,22930.0,23301.0,10603.0,-9441.0,-371.0,12327.0,-21768.0,-556.0,114.0,-670.0,11,3364.0
2020-07-17 12:00:00,23006.0,23378.0,10216.0,-9250.0,-372.0,12790.0,-22040.0,76.0,-387.0,463.0,12,4115.5
2020-07-17 13:00:00,23727.0,24129.0,10967.0,-9761.0,-402.0,12760.0,-22521.0,721.0,751.0,-30.0,13,4241.0
2020-07-17 14:00:00,24344.0,24893.0,13331.0,-9071.0,-549.0,11013.0,-20084.0,617.0,2364.0,-1747.0,14,2877.0
2020-07-17 15:00:00,25167.0,25887.0,17532.0,-7600.0,-720.0,7635.0,-15235.0,823.0,4201.0,-3378.0,15,657.0
2020-07-17 16:00:00,26132.0,26388.0,19201.0,-5721.0,-256.0,6931.0,-12652.0,965.0,1669.0,-704.0,16,1288.0
2020-07-17 17:00:00,26374.0,26668.0,19819.0,-4943.0,-294.0,6555.0,-11498.0,242.0,618.0,-376.0,17,1701.0
2020-07-17 18:00:00,26783.0,27325.0,20366.0,-4820.0,-542.0,6417.0,-11237.0,409.0,547.0,-138.0,18,1983.0
2020-07-17 19:00:00,27410.0,28220.0,21077.0,-4807.0,-810.0,6333.0,-11140.0,627.0,711.0,-84.0,19,2266.0
2020-07-17 20:00:00,28552.0,29279.0,22100.0,-4835.0,-727.0,6452.0,-11287.0,1142.0,1023.0,119.0,20,2722.0
2020-07-17 21:00:00,29777.0,30907.0,23061.0,-4910.0,-1130.0,6716.0,-11626.0,1225.0,961.0,264.0,21,3179.0
2020-07-17 22:00:00,31305.0,32548.0,24344.0,-4362.0,-1243.0,6961.0,-11323.0,1528.0,1283.0,245.0,22,3421.0
2020-07-17 23:00:00,32949.0,34219.0,25037.0,-4537.0,-1270.0,7912.0,-12449.0,1644.0,693.0,951.0,23,3805.5
2020-07-18 00:00:00,34263.0,35586.0,25032.0,-5027.0,-1323.0,9231.0,-14258.0,1314.0,-5.0,1319.0,0,3846.0
2020-07-18 01:00:00,35491.0,36481.0,24510.0,-5896.0,-990.0,10981.0,-16877.0,1228.0,-522.0,1750.0,1,3808.0
2020-07-18 02:00:00,36027.0,36638.0,22460.0,-6529.0,-611.0,13567.0,-20096.0,536.0,-2050.0,2586.0,2,4675.0
2020-07-18 03:00:00,35288.0,35663.0,20837.0,-7397.0,-375.0,14451.0,-21848.0,-739.0,-1623.0,884.0,3,4571.0
2020-07-18 04:00:00,34186.0,34611.0,20291.0,-7739.0,-425.0,13895.0,-21634.0,-1102.0,-546.0,-556.0,4,3680.0
2020-07-18 05:00:00,32868.0,33354.0,17895.0,-7877.0,-486.0,14973.0,-22850.0,-1318.0,-2396.0,1078.0,5,4446.0
2020-07-18 06:00:00,30565.0,31004.0,15190.0,-8889.0,-439.0,15375.0,-24264.0,-2303.0,-2705.0,402.0,6,4780.5
2020-07-18 07:00:00,28101.0,28601.0,13762.0,-9826.0,-500.0,14339.0,-24165.0,-2464.0,-1428.0,-1036.0,7,4047.5
2020-07-18 08:00:00,26206.0,26271.0,12108.0,-9892.0,-65.0,14098.0,-23990.0,-1895.0,-1654.0,-241.0,8,4341.5
2020-07-18 09:00:00,24710.0,24717.0,10441.0,-10127.0,-7.0,14269.0,-24396.0,-1496.0,-1667.0,171.0,9,4791.0
2020-07-18 10:00:00,23550.0,23552.0,9619.0,-10615.0,-2.0,13931.0,-24546.0,-1160.0,-822.0,-338.0,10,4706.0
2020-07-18 11:00:00,22802.0,22824.0,9089.0,-10420.0,-22.0,13713.0,-24133.0,-748.0,-530.0,-218.0,11,4750.0
2020-07-18 12:00:00,22522.0,22602.0,9187.0,-10295.0,-80.0,13335.0,-23630.0,-280.0,98.0,-378.0,12,4660.5
2020-07-18 13:00:00,22585.0,22744.0,9089.0,-10229.0,-159.0,13496.0,-23725.0,63.0,-98.0,161.0,13,4977.0
2020-07-18 14:00:00,22465.0,22598.0,11989.0,-9388.0,-133.0,10476.0,-19864.0,-120.0,2900.0,-3020.0,14,2340.0
2020-07-18 15:00:00,22718.0,22974.0,15756.0,-7254.0,-256.0,6962.0,-14216.0,253.0,3767.0,-3514.0,15,-16.0
2020-07-18 16:00:00,23184.0,23425.0,16912.0,-5234.0,-241.0,6272.0,-11506.0,466.0,1156.0,-690.0,16,629.0
2020-07-18 17:00:00,23526.0,23882.0,17717.0,-4485.0,-356.0,5809.0,-10294.0,342.0,805.0,-463.0,17,955.0
2020-07-18 18:00:00,24137.0,24608.0,18084.0,-4471.0,-471.0,6053.0,-10524.0,611.0,367.0,244.0,18,1619.0
2020-07-18 19:00:00,25044.0,25554.0,19124.0,-4824.0,-510.0,5920.0,-10744.0,907.0,1040.0,-133.0,19,1853.0
2020-07-18 20:00:00,26228.0,26803.0,19564.0,-5154.0,-575.0,6664.0,-11818.0,1184.0,440.0,744.0,20,2934.0
2020-07-18 21:00:00,27796.0,28294.0,20992.0,-5237.0,-498.0,6804.0,-12041.0,1568.0,1428.0,140.0,21,3267.0
2020-07-18 22:00:00,29661.0,30012.0,23065.0,-4971.0,-351.0,6596.0,-11567.0,1865.0,2073.0,-208.0,22,3056.0
2020-07-18 23:00:00,31656.0,31759.0,24921.0,-4439.0,-103.0,6735.0,-11174.0,1995.0,1856.0,139.0,23,2628.5
2020-07-19 00:00:00,33574.0,33385.0,25505.0,-4677.0,189.0,8069.0,-12746.0,1918.0,584.0,1334.0,0,2684.0
2020-07-19 01:00:00,35236.0,34618.0,25221.0,-5371.0,618.0,10015.0,-15386.0,1662.0,-284.0,1946.0,1,2842.0
2020-07-19 02:00:00,36150.0,35125.0,23001.0,-6062.0,1025.0,13149.0,-19211.0,914.0,-2220.0,3134.0,2,4257.0
2020-07-19 03:00:00,35376.0,34283.0,20785.0,-7060.0,1093.0,14591.0,-21651.0,-774.0,-2216.0,1442.0,3,4711.0
2020-07-19 04:00:00,34127.0,33309.0,20492.0,-7514.0,818.0,13635.0,-21149.0,-1249.0,-293.0,-956.0,4,3420.0
2020-07-19 05:00:00,32592.0,32112.0,18124.0,-7429.0,480.0,14468.0,-21897.0,-1535.0,-2368.0,833.0,5,3941.0
2020-07-19 06:00:00,30222.0,30004.0,15350.0,-8521.0,218.0,14872.0,-23393.0,-2370.0,-2774.0,404.0,6,4277.5
2020-07-19 07:00:00,27847.0,27766.0,14477.0,-9220.0,81.0,13370.0,-22590.0,-2375.0,-873.0,-1502.0,7,3078.5
2020-07-19 08:00:00,25952.0,25635.0,13458.0,-8785.0,317.0,12494.0,-21279.0,-1895.0,-1019.0,-876.0,8,2737.5
2020-07-19 09:00:00,24517.0,24021.0,12256.0,-8558.0,496.0,12261.0,-20819.0,-1435.0,-1202.0,-233.0,9,2783.0
2020-07-19 10:00:00,23233.0,22855.0,11342.0,-8464.0,378.0,11891.0,-20355.0,-1284.0,-914.0,-370.0,10,2666.0
2020-07-19 11:00:00,22461.0,22088.0,10532.0,-8748.0,373.0,11929.0,-20677.0,-772.0,-810.0,38.0,11,2966.0
2020-07-19 12:00:00,22092.0,21680.0,10396.0,-8896.0,412.0,11696.0,-20592.0,-369.0,-136.0,-233.0,12,3021.5
2020-07-19 13:00:00,21971.0,21522.0,9533.0,-8807.0,449.0,12438.0,-21245.0,-121.0,-863.0,742.0,13,3919.0
2020-07-19 14:00:00,21633.0,21049.0,12100.0,-8247.0,584.0,9533.0,-17780.0,-338.0,2567.0,-2905.0,14,1397.0
2020-07-19 15:00:00,21644.0,21244.0,16119.0,-5615.0,400.0,5525.0,-11140.0,11.0,4019.0,-4008.0,15,-1453.0
2020-07-19 16:00:00,21859.0,21761.0,17658.0,-3226.0,98.0,4201.0,-7427.0,215.0,1539.0,-1324.0,16,-1442.0
2020-07-19 17:00:00,22189.0,22387.0,17907.0,-2517.0,-198.0,4282.0,-6799.0,330.0,249.0,81.0,17,-572.0
2020-07-19 18:00:00,22875.0,23315.0,18255.0,-2918.0,-440.0,4620.0,-7538.0,686.0,348.0,338.0,18,186.0
2020-07-19 19:00:00,23801.0,24541.0,19529.0,-3626.0,-740.0,4272.0,-7898.0,926.0,1274.0,-348.0,19,205.0
2020-07-19 20:00:00,25227.0,25997.0,20500.0,-3869.0,-770.0,4727.0,-8596.0,1426.0,971.0,455.0,20,997.0
2020-07-19 21:00:00,26589.0,27844.0,21867.0,-3807.0,-1255.0,4722.0,-8529.0,1362.0,1367.0,-5.0,21,1185.0
2020-07-19 22:00:00,28140.0,30071.0,23311.0,-3164.0,-1931.0,4829.0,-7993.0,1551.0,1444.0,107.0,22,1289.0
2020-07-19 23:00:00,29939.0,32178.0,24560.0,-3492.0,-2239.0,5379.0,-8871.0,1799.0,1249.0,550.0,23,1272.5
2020-07-20 00:00:00,31611.0,34014.0,25422.0,-3721.0,-2403.0,6189.0,-9910.0,1672.0,862.0,810.0,0,804.0
2020-07-20 01:00:00,33208.0,35560.0,24616.0,-4224.0,-2352.0,8592.0,-12816.0,1597.0,-806.0,2403.0,1,1419.0
2020-07-20 02:00:00,34134.0,36331.0,22420.0,-5998.0,-2197.0,11714.0,-17712.0,926.0,-2196.0,3122.0,2,2822.0
2020-07-20 03:00:00,33561.0,35673.0,20511.0,-6781.0,-2112.0,13050.0,-19831.0,-573.0,-1909.0,1336.0,3,3170.0
2020-07-20 04:00:00,32763.0,34428.0,19733.0,-7369.0,-1665.0,13030.0,-20399.0,-798.0,-778.0,-20.0,4,2815.0
2020-07-20 05:00:00,31485.0,32944.0,18570.0,-7668.0,-1459.0,12915.0,-20583.0,-1278.0,-1163.0,-115.0,5,2388.0
2020-07-20 06:00:00,29008.0,30236.0,16430.0,-7513.0,-1228.0,12578.0,-20091.0,-2477.0,-2140.0,-337.0,6,1983.5
2020-07-20 07:00:00,26524.0,27403.0,14073.0,-7604.0,-879.0,12451.0,-20055.0,-2484.0,-2357.0,-127.0,7,2159.5
2020-07-20 08:00:00,24880.0,25184.0,12297.0,-8315.0,-304.0,12583.0,-20898.0,-1644.0,-1776.0,132.0,8,2826.5
2020-07-20 09:00:00,23573.0,23754.0,11434.0,-8600.0,-181.0,12139.0,-20739.0,-1307.0,-863.0,-444.0,9,2661.0
2020-07-20 10:00:00,22716.0,22795.0,11450.0,-8590.0,-79.0,11266.0,-19856.0,-857.0,16.0,-873.0,10,2041.0
2020-07-20 11:00:00,22456.0,22302.0,11530.0,-8250.0,154.0,10926.0,-19176.0,-260.0,80.0,-340.0,11,1963.0
2020-07-20 12:00:00,22565.0,22493.0,11685.0,-8341.0,72.0,10880.0,-19221.0,109.0,155.0,-46.0,12,2205.5
2020-07-20 13:00:00,23213.0,23489.0,12002.0,-8384.0,-276.0,11211.0,-19595.0,648.0,317.0,331.0,13,2692.0
2020-07-20 14:00:00,23996.0,24617.0,14135.0,-7664.0,-621.0,9861.0,-17525.0,783.0,2133.0,-1350.0,14,1725.0
2020-07-20 15:00:00,25138.0,25825.0,18959.0,-6337.0,-687.0,6179.0,-12516.0,1142.0,4824.0,-3682.0,15,-799.0
2020-07-20 16:00:00,26457.0,26556.0,20899.0,-4976.0,-99.0,5558.0,-10534.0,1319.0,1940.0,-621.0,16,-85.0
2020-07-20 17:00:00,26718.0,26971.0,21736.0,-4051.0,-253.0,4982.0,-9033.0,261.0,837.0,-576.0,17,128.0
2020-07-20 18:00:00,26852.0,27611.0,22287.0,-3578.0,-759.0,4565.0,-8143.0,134.0,551.0,-417.0,18,131.0
2020-07-20 19:00:00,27382.0,28484.0,23318.0,-3001.0,-1102.0,4064.0,-7065.0,530.0,1031.0,-501.0,19,-3.0
2020-07-20 20:00:00,28389.0,29622.0,24513.0,-2586.0,-1233.0,3876.0,-6462.0,1007.0,1195.0,-188.0,20,146.0
2020-07-20 21:00:00,29809.0,31139.0,25356.0,-2367.0,-1330.0,4453.0,-6820.0,1420.0,843.0,577.0,21,916.0
2020-07-20 22:00:00,31363.0,32925.0,26742.0,-2678.0,-1562.0,4621.0,-7299.0,1554.0,1386.0,168.0,22,1081.0
2020-07-20 23:00:00,32734.0,34571.0,27000.0,-2609.0,-1837.0,5734.0,-8343.0,1371.0,258.0,1113.0,23,1627.5
2020-07-21 00:00:00,34023.0,36155.0,27175.0,-2976.0,-2132.0,6848.0,-9824.0,1289.0,175.0,1114.0,0,1463.0
2020-07-21 01:00:00,35277.0,37297.0,26978.0,-3452.0,-2020.0,8299.0,-11751.0,1254.0,-197.0,1451.0,1,1126.0
